"osm_id","fclass","name","type","geometry"
"368993728","laundry","Tutto Bianco","poi","01060000000100000001030000000100000005000000C0DA070F896941C0BB0ED59464751CC0BB511A20876941C0FEFF498D1A751CC0FE66BD73836941C0C0FDCA9420751CC06E30D461856941C07C0C569C6A751CC0C0DA070F896941C0BB0ED59464751CC0"
"375805663","park","Praça Alves de Souza","poi","010600000001000000010300000001000000090000003898970D7C6B41C085D78926AB851CC0AFB48CD47B6B41C07596B43DD5841CC01708A7AA756B41C0C31F8F2AD4841CC018F1F851686B41C0483E65EBCF841CC0DA441CA1556B41C05EF58079C8841CC0AADD6575616B41C0E6255A4D32851CC026B49BCF6F6B41C058F2C2E798851CC06B20A7F9746B41C0C229BD80A8851CC03898970D7C6B41C085D78926AB851CC0"
"379217403","college","Escola Técnica Estadual de Mangabeira","poi","010600000001000000010300000001000000070000000B0E8A41BB6941C05A72CBFDC4A71CC067DBC424B76941C0248CB0F215A61CC00DFAD2DB9F6941C0096B083312A61CC0DFDDCA129D6941C0273C574A85A71CC038CAB040AA6941C08AF0E5F4ABA71CC0D9887148B46941C02D1A7CABBFA71CC00B0E8A41BB6941C05A72CBFDC4A71CC0"
"443239328","school","Século Colégio e Curso","poi","0106000000010000000103000000010000000500000079F06EC0426B41C0A1528083519C1CC01FCA0688386B41C0C1F39C3E4C9C1CC002A32655366B41C037943545DB9C1CC05CAFE941416B41C01256BEC2DD9C1CC079F06EC0426B41C0A1528083519C1CC0"
"443496452","school","Escola Municipal Anaide Beiriz","poi","0106000000010000000103000000010000000500000053D048DFFF7641C0DB00C7F9F6B11CC0976F229FFC7641C08DE66D11BDB11CC074CA4862EE7641C0F944436BEAB11CC0FC17AD48F17641C0E0A128D027B21CC053D048DFFF7641C0DB00C7F9F6B11CC0"
"447888094","theatre","Anfiteatro","poi","01060000000100000001030000000100000009000000710E8DDDF46B41C0B8CF85EC17971CC03095C84FF46B41C0835D5ECA0A971CC0BF27D6A9F26B41C0DB93765902971CC02B4025F8F06B41C047EE44A401971CC03337DF88EE6B41C027DD96C805971CC0E5F5BB0BEF6B41C073F0F1AE1F971CC06D8BD761F16B41C007B309302C971CC0D7AB23A2F36B41C0C3D66CE525971CC0710E8DDDF46B41C0B8CF85EC17971CC0"
"447888573","pitch","Pista de skate","poi","01060000000100000001030000000100000005000000FB6D991DF36B41C03EED4B91D7961CC00736F80CF26B41C0F3695F8ABC961CC0AF3E1EFAEE6B41C0D0888851C6961CC00EB7E809F06B41C01C0C7558E1961CC0FB6D991DF36B41C03EED4B91D7961CC0"
"447888974","park","Praça da Paz","poi","0106000000010000000103000000010000001000000055449781146C41C0FE99417C60971CC08A969757096C41C02B51F69672961CC0022F8E25076C41C0BFF2203D45961CC0AE049CEFF16B41C05EA340FA81961CC03D714A8AD96B41C0F1D6F9B7CB961CC0D8C8BFE0E46B41C0C5234CACE7971CC048783183E76B41C015EDE016E2971CC0B250C653EA6B41C01D3D7E6FD3971CC0A8195245F16B41C027405E59B3971CC022DB9EC5F76B41C04DD4772398971CC096DFB3BFFD6B41C01048783183971CC0229C6049036C41C02AEF99DB73971CC0559D7A49086C41C075FBF6BF6D971CC06A85E97B0D6C41C0CF1E1E786B971CC027E60FBC106C41C0E175A2C96A971CC055449781146C41C0FE99417C60971CC0"
"457772548","park","Parque Cabo Branco","poi","0106000000010000000103000000010000000800000065D0BF13696941C039C5991540871CC09C317150676941C026C1C01836871CC08A6C8C42376941C02272FA7ABE861CC0034D3A80346941C0154C46DFEE861CC0C115F5EE346941C0982A6222EF861CC04F97207E596941C06707019E59871CC0F0ABCD5A656941C08F6C53E174871CC065D0BF13696941C039C5991540871CC0"
"330429694","parking","JP Park - Estacionamento","traffic","01060000000100000001030000000100000007000000361081D9F36D41C03317B83CD67C1CC01F36470CF16D41C057C1B9D0A67C1CC03CB94B87F36D41C0086BAD799F7C1CC0D92D5D1CF06D41C0DC114E0B5E7C1CC0C5DB943CE86D41C00BE42373767C1CC068EE7C9AEE6D41C0D7F09991E67C1CC0361081D9F36D41C03317B83CD67C1CC0"
"340325045","parking","Estacionamento Motiva Ambiental","traffic","0106000000010000000103000000010000000800000060BE068E156A41C01B5AAEC8F9741CC0D24BD6F2146A41C065B9B601E9741CC025C0FA89146A41C097040363D8741CC0D4E7B4B8106A41C0764309E9DF741CC0F3B0AB240D6A41C042BBF9FCE6741CC0C6803683096A41C003290C25EE741CC0D1CC936B0A6A41C017878E780D751CC060BE068E156A41C01B5AAEC8F9741CC0"
"341639437","parking","Estacionamento Garagem do Manaíra Shopping","traffic","0106000000010000000103000000010000000900000049264CBD136C41C0F091280F66661CC0C4EA8F300C6C41C0AE68CE554E661CC0676490BB086C41C0BEA59C2FF6661CC0BFD76BD5096C41C01109956E01671CC0E822CF3F0B6C41C0494BE5ED08671CC02982EE810C6C41C0240D6E6B0B671CC07B18B5560F6C41C02D2A3D2E05671CC08C4F5CE9106C41C0BEA59C2FF6661CC049264CBD136C41C0F091280F66661CC0"
"341639569","parking","Estacionamento Manaíra Shopping","traffic","0106000000010000000103000000010000000E00000049CF3EA07D6C41C0FC89CA8635651CC07810960C5B6C41C0C37A489D25651CC06E403A2B586C41C0676902A0E5641CC0FCD703F74D6C41C00C7CA070D1641CC05066CDD94C6C41C0C393275A03651CC0009AF7EE456C41C0A8B7504365651CC059F96530466C41C0ACFE08C380651CC060A86851446C41C076A6D0798D651CC0D2FC31AD4D6C41C058456E3C8E651CC07C6539645E6C41C09274CDE49B651CC0E5C40DAE6F6C41C0CAF0E9FBBA651CC085FE53BB706C41C01AF043EF9E651CC085494CAB7C6C41C0173D015EB0651CC049CF3EA07D6C41C0FC89CA8635651CC0"
